,Address,location
41118,E Louisiana Ave NYC,"(40.6458367, -73.8839068)"
41119,163 Washington Ave NYC,"(40.69390638461538, -73.96688415384615)"
41120,149 Maspeth Ave NYC,"(40.7168347, -73.93710329999999)"
41121,108-36 160th St NYC,"(40.694682, -73.7927563)"
41122,82-02 82nd St NYC,"(40.62791761764706, -74.0367480882353)"
41123,256 5th Ave NYC,"(43.3545384, -8.4082542)"
41124,07 W 43rd St NYC,"(40.75436297959183, -73.98066524489796)"
41126,339 E 108 ST NYC,"(40.6536338, -73.8977851)"
41128,2301 Jerome Ave NYC,"(40.85934640000001, -73.9036967)"
41131,135 Sea Breeze Ave NYC,"(40.57589915, -73.97023234033958)"
41134,2915 Fulton St NYC,"(40.6793218, -73.88713186709526)"
41135,65 Quincy St NYC,"(40.68620855, -73.95864100439147)"
41137,95-42 Queens Blvd NYC,"(40.7300817, -73.8631349)"
41138,858 EAST 59 STREET NYC,"(0, 0)"
41140,123 Avenue A NYC,"(40.7265887, -73.9834094)"
41148,2249 Adam Clayton Powell NYC,"(40.81346905, -73.94461534827948)"
41150,1105 Jerome Ave NYC,"(40.83434885, -73.9248288358405)"
41151,2015 Creston Ave NYC,"(40.8520697, -73.90570867499841)"
41152,571 Kings Hwy NYC,"(40.605096599999996, -73.9684703982057)"
41153,795 Flatbush Ave NYC,"(40.6532372, -73.95906935388803)"
41154,1375 E 28th St NYC,"(40.6176144, -73.9468748606472)"
41157,295 7th Ave NYC,"(40.74627635, -73.99365635000001)"
41158,798 Lafayette Ave NYC,"(40.690897, -73.94089335000001)"
41159,57 Livingston St NYC,"(40.692003400000004, -73.99226915131206)"
41160,18-21 George St NYC,"(40.700767, -73.9319495)"
41162,3285 37th St NYC,"(40.6483452, -73.9960377)"
41163,96 2 AVE NYC,"(40.58791339226519, -73.97375040883978)"
41166,2055 Creston Ave NYC,"(40.8532027, -73.9045615)"
41167,125 Russell St NYC,"(40.7246613, -73.94459179102348)"
41168,2-23 Borden Ave NYC,"(40.7422207, -73.9578385)"
41169,222-21 Kenilworth Dr NYC,"(40.757169899999994, -73.75668409743955)"
41170,2 BRADHURST AVE NYC,"(40.8216544, -73.943805)"
41171,555 Hudson St NYC,"(40.7353526, -74.0062303)"
41173,425 W 18th St NYC,"(40.743844, -74.00425844897958)"
41175,781 Madison Ave NYC,"(40.7681899, -73.9678474)"
41178,725 E Gun Hill Rd NYC,"(40.8771526, -73.8651242)"
41179,8225 17th Ave NYC,"(40.6101874, -74.00280765)"
41180,1622 President St NYC,"(40.6669946, -73.9337618)"
41181,259 20th St NYC,"(40.6616337, -73.99203250042979)"
41182,W Vandalia Ave NYC,"(40.6500023, -73.8864407)"
41183,929 Onderdonk Ave NYC,"(40.70102445, -73.90192463789346)"
41184,38-08 Prince St NYC,"(40.75991785, -73.83268231005034)"
41185,79-03 45th Ave NYC,"(40.7414962, -73.88556455)"
41186,S Baxter Ave NYC,"(0, 0)"
41190,851 FRANKLIN AVE NYC,"(40.6693273, -73.95818701260234)"
41191,1109 NEPTUNE AVE NYC,"(40.57943823045267, -73.98040669958847)"
41193,170 E 123rd St NYC,"(40.8025215, -73.93775229627488)"
41194,1150 St Nicholas Ave NYC,"(40.8404637, -73.93924291758904)"
41197,990 Bushwick Ave NYC,"(40.6917847, -73.92275989439528)"
41198,149 Havemeyer St NYC,"(40.7117087, -73.9573417)"
41199,N N 10th St NYC,"(40.719493, -73.955942)"
41200,144 West St NYC,"(40.7204306, -74.0120185)"
41201,10-62 Beach 22nd St NYC,"(40.5985654, -73.7569856)"
41202,956 Seneca Ave NYC,"(40.6997065, -73.90285368141296)"
41205,924 Broadway NYC,"(40.7399899, -73.9893519)"
41209,170 Lenox Ave NYC,"(40.803607, -73.9481955)"
41211,W W 2nd St NYC,"(40.5867194, -73.9713944)"
41212,430 89th St NYC,"(40.6198615, -74.02845439245183)"
41214,558 St Johns Pl NYC,"(40.67265505, -73.95959207149748)"
41218,4-10 27th Ave NYC,"(40.774262449999995, -73.93301867196894)"
41219,1811 Victory Blvd NYC,"(40.6131817, -74.1237281)"
41221,3092 RICHMOND TERRACE NYC,"(40.6380664, -74.1624689)"
41224,N Spofford Ave NYC,"(40.81492, -73.883724)"
41226,943 Kings Hwy NYC,"(40.6073373, -73.9623082)"
41227,96 Rockwell Pl NYC,"(40.6873102, -73.9792607)"
41229,18 W 125th St NYC,"(40.806566450000005, -73.94331977335165)"
41231,21 Allen St NYC,"(40.715560499999995, -73.99261830281117)"
41232,202 BATTERY AVE NYC,"(40.614607050000004, -74.02565936885622)"
41233,1888 CEDAR AVE NYC,"(40.85540971428572, -73.917528)"
41234,841 LONGFELLOW AVE NYC,"(40.81849105, -73.88588484026842)"
41235,2377 Arthur Ave NYC,"(40.85520195, -73.88826778457967)"
41236,2075 Nostrand Ave NYC,"(40.63494742857143, -73.94776602380952)"
41238,343 Pleasant Ave NYC,"(40.79660685, -73.93234198724369)"
41240,63 Prospect Park West NYC,"(40.668798699999996, -73.97370378813307)"
41241,626 Washington St NYC,"(40.7315686, -74.00906878619745)"
41244,93 University Pl NYC,"(40.7335344, -73.9929149)"
41246,3044 Perry Ave NYC,"(40.8722279, -73.87979314609115)"
41247,1447 Metropolitan Ave NYC,"(40.8367631, -73.8610922)"
41248,470 Rockaway Ave NYC,"(40.668481650000004, -73.9107517567318)"
41249,S W 154th St NYC,"(40.8284482, -73.9376583)"
41251,16 Broadway NYC,"(40.71057885, -73.96830979554922)"
41253,26 Prince St NYC,"(40.722829, -73.9946643)"
41255,230 E 7th St NYC,"(40.7238484, -73.978567)"
41259,334 E 93rd St NYC,"(40.7814456, -73.94691764391797)"
41260,140 W 69th St NYC,"(40.7759689, -73.9816054)"
41261,126 W 86th St NYC,"(40.78669805, -73.97335921083689)"
41264,545 St Pauls Pl NYC,"(40.83601005, -73.90217919699222)"
41265,1580 Metropolitan Ave NYC,"(40.83921195, -73.85729765640423)"
41266,1774 63rd St NYC,"(40.6204072, -73.98959665616867)"
41268,338 Atlantic Ave NYC,"(40.6878047, -73.9875336)"
41269,90-18 172nd St NYC,"(40.708800100000005, -73.78867273856382)"
41271,42-47 Main St NYC,"(40.5124537755102, -74.2500146122449)"
41273,728 MYRTLE AVE NYC,"(40.69465785, -73.95396408459031)"
41274,97 E 7TH STREET NYC,"(40.7268257, -73.9851289)"
41275,94-42 58TH AVE NYC,"(40.724867, -73.8940652)"
41276,103-09 52 AVE NYC,"(0, 0)"
41277,755 10th Ave NYC,"(40.7657029, -73.99142257091269)"
41279,456 W 147th St NYC,"(40.825993624999995, -73.94560849999999)"
41280,173 W 168th St NYC,"(40.83872959375, -73.927243359375)"
41284,1186 43rd St NYC,"(40.6398053, -73.99141734414974)"
41285,111 82nd St NYC,"(40.627938, -74.03553576193072)"
41286,275 Beach 17th St NYC,"(40.5974308, -73.75123107483583)"
41287,60-42 St Felix Ave NYC,"(40.6970481, -73.89523290527018)"
41288,22-47 28th St NYC,"(40.77617375, -73.91343389628386)"
41290,875 6 AVE NYC,"(40.589416109090905, -73.9615982)"
41291,6307 18 AVE NYC,"(40.620671, -73.990414)"
41292,43-50 MAIN ST NYC,"(40.751095899999996, -73.8276771635312)"
41296,628 Broadway NYC,"(40.725998, -73.99596)"
41299,26 Post Ave NYC,"(40.863319149999995, -73.92434570224268)"
41303,40-23 Main St NYC,"(40.7589567, -73.82944840875966)"
41304,719 E 233 ST NYC,"(40.8933832, -73.8574009)"
41305,8 Cortlandt St NYC,"(40.709967187500006, -74.01013231249999)"
41307,958 Rev James A Polite A NYC,"(0, 0)"
41308,163W W 231st St NYC,"(0, 0)"
41309,W Batchelder St NYC,"(40.6026301, -73.939397)"
41310,604 5 AVE NYC,"(40.588987, -73.96399333333333)"
41311,1646 Pitkin Ave NYC,"(40.6693287, -73.9123093)"
41312,994 Cypress Ave NYC,"(40.69806427272727, -73.90290532727273)"
41315,45-22 43rd Ave NYC,"(40.7474928, -73.9412039)"
41316,43-05 65th St NYC,"(40.7418533, -73.9001965222786)"
41317,W 68th Rd NYC,"(40.7329622, -73.8237411)"
41318,10724 71st Rd NYC,"(40.7216814, -73.8410905)"
41319,32-74 37th St NYC,"(40.7580176, -73.92228042875635)"
41329,126 E 183rd St NYC,"(40.8577196, -73.9011434)"
41330,W Avenue U NYC,"(40.837132, -73.861355)"
41334,W Westmoreland St NYC,"(40.773894, -73.740422)"
41336,364 W 127th St NYC,"(40.81217685, -73.95244563936645)"
41338,5118 Fort Hamilton Pkwy NYC,"(40.6372211, -73.9996796)"
41339,638 67th St NYC,"(40.633207, -74.01701315110272)"
41340,191 Douglass St NYC,"(40.681828949999996, -73.98772447552707)"
41342,127-27 102nd Ave NYC,"(40.6916862, -73.81782154999999)"
41346,263 QUINCY STREET NYC,"(40.6872042, -73.95022389008147)"
41348,256 Elizabeth St NYC,"(40.723745074074074, -73.99362485185185)"
41349,71 Morton St NYC,"(40.73116665, -74.00717654641633)"
41350,14 E 28th St NYC,"(40.7442464, -73.9864819)"
41351,114 W 16th St NYC,"(40.738922, -73.9966838)"
41353,420 W 145th St NYC,"(40.8243939, -73.9460172)"
41354,491 Gerard Ave NYC,"(40.818583, -73.929514)"
41355,975 Gerard Ave NYC,"(40.82814257377049, -73.9246817704918)"
41356,2075 Walton Ave NYC,"(40.8543733, -73.9058270165194)"
41357,4917 14th Ave NYC,"(40.633215199999995, -73.9900637)"
41360,434 Senator St NYC,"(40.6354582, -74.02195420819933)"
41362,212 Throop Ave NYC,"(40.6971119, -73.9440769)"
41364,474 6th Ave NYC,"(40.73569511111111, -73.99792722222222)"
41365,1133 Park Ave NYC,"(40.7831907, -73.9547061)"
41366,11 W 60th St NYC,"(40.7690984, -73.9823518)"
41367,2250 2nd Ave NYC,"(40.79653555, -73.93771894831434)"
41368,1360 Merriam Ave NYC,"(40.8420781, -73.9251539)"
41370,1310 48th St NYC,"(40.6353605, -73.9913586)"
41371,7902 3rd Ave NYC,"(40.6284908, -74.0291713)"
41372,42 Berkeley Pl NYC,"(40.6764407, -73.97892186313578)"
41374,5 B 49TH ST NYC,"(40.759901, -73.984139)"
41375,534 GREENE AVE NYC,"(40.6884388, -73.9493225)"
41377,136 W 48th St NYC,"(40.65059831632654, -74.01657215306123)"
41381,2854 Brighton 4th St NYC,"(40.58154625, -73.96469018360946)"
41383,2301 Kings Hwy NYC,"(40.61228855, -73.95042951898378)"
41384,300 E 5th St NYC,"(40.7265858, -73.988734)"
41385,1375 Schenectady Ave NYC,"(40.6390522, -73.93167145871726)"
41386,1515 Church Ave NYC,"(40.648857050000004, -73.96524460666384)"
41387,91-12 Jamaica Ave NYC,"(40.6931258, -73.8533005)"
41388,75-32 Metropolitan Ave NYC,"(40.83867172916667, -73.8590395)"
41389,222-09 Jamaica Ave NYC,"(40.7207604, -73.73222057960893)"
41390,36-31 165th St NYC,"(40.76198875, -73.80067485000001)"
41391,84-21 Queens Blvd NYC,"(40.7374261, -73.8784769)"
41397,29 Morris Ave NYC,"(40.8110831, -73.9272828)"
41398,261 Livingston St NYC,"(40.6887769, -73.9831602)"
41399,41-07 42nd St NYC,"(40.7466802, -73.92154277720512)"
41401,97-20 64th Ave NYC,"(40.7297929, -73.85964749454914)"
41403,28 Liberty St NYC,"(40.70784945, -74.00898179042723)"
41406,204 E 116th St NYC,"(40.7976173, -73.9396781)"
41412,369 S 4th St NYC,"(40.67138019047619, -73.98190152380953)"
41413,67-06 Parsons Blvd NYC,"(40.7339403, -73.8109582)"
41414,27-21 44th Dr NYC,"(40.7465481, -73.94160780443103)"
41415,146-03 Jasmine Ave NYC,"(40.7528164, -73.81461420161035)"
41419,497 W 201st St NYC,"(40.8604796122449, -73.92101746938776)"
41420,3436 Boston Rd NYC,"(40.8759506, -73.8491819)"
41423,530 Parkside Ave NYC,"(40.6557138, -73.95560534714994)"
41424,712 Lincoln Pl NYC,"(40.67078858139535, -73.95269169767442)"
41425,1130 Bedford Ave NYC,"(40.685951, -73.954536125)"
41428,473A Myrtle Ave NYC,"(40.6935792, -73.9830873)"
41429,11914 Metropolitan Ave NYC,"(40.8338143, -73.8609767)"
41431,E 71st St NYC,"(40.7656334, -73.9529394)"
41433,302 E 19TH ST NYC,"(40.7352159, -73.982442)"
41435,31 Hugh J Grant Cir NYC,"(40.8337092, -73.8606434)"
41436,3610 White Plains Rd NYC,"(40.879506500000005, -73.8649465)"
41437,4176 Bedford Ave NYC,"(40.6001468, -73.9468394)"
41439,462 Rugby Rd NYC,"(40.6381956, -73.9650776)"
41440,537 Clinton St NYC,"(40.67721255, -74.00040544999999)"
41441,205 Carroll St NYC,"(40.68155925, -73.99763618916339)"
41442,2-07 Borden Ave NYC,"(40.7422408, -73.9583817)"
41444,97-07 63rd Rd NYC,"(40.7315404, -73.86084622948407)"
41445,30-12 30th St NYC,"(40.6598315, -74.00468258333333)"
41446,107-52 93rd St NYC,"(40.6772155, -73.8446968603188)"
41447,649 Arnow Ave NYC,"(40.86818015, -73.86905946624037)"
41448,400 Menahan St NYC,"(40.7026215, -73.91232994998785)"
41450,362 MACDONOUGH ST NYC,"(40.6821096, -73.93241920330905)"
41451,250 E 40 ST NYC,"(0, 0)"
41452,1382 W 7th St NYC,"(40.61155675, -73.98157563704774)"
41453,205 W 54th St NYC,"(40.7639513, -73.9819712)"
41455,368 Bleecker St NYC,"(40.7347392, -74.0048769)"
41457,101-20 Ascan Ave NYC,"(40.712147, -73.8442447)"
41461,2808 MIDDLETOWN RD NYC,"(40.843284350000005, -73.83623758372406)"
41462,394 COURT ST NYC,"(40.6808485, -73.9968035)"
41463,4819 13th Ave NYC,"(40.6350036, -73.99172514059963)"
41464,N W 233rd St NYC,"(40.880652, -73.903562)"
41465,7212 Forest Ave NYC,"(40.828197, -73.902056)"
41466,2078 Creston Ave NYC,"(40.853765, -73.903771)"
41467,2933 Broadway NYC,"(40.807181, -73.9648312)"
41468,412 83 ST NYC,"(0, 0)"
41471,367 Edgecombe Ave NYC,"(40.82775895, -73.94115154931546)"
41473,55 W 19th St NYC,"(40.7403216, -73.99379031980716)"
41474,71-72 YELLOWSTONE BLVD NYC,"(40.7208706, -73.85561693095033)"
41475,428 COURT STREET NYC,"(40.679359, -73.9975109)"
41476,736 WEST 181 ST NYC,"(0, 0)"
41477,286 E 164 ST NYC,"(0, 0)"
41480,2449 Cambreleng Ave NYC,"(40.85580072727273, -73.88445536363636)"
41481,312 68th St NYC,"(40.63601785, -74.0253781470796)"
41482,5004 3rd Ave NYC,"(40.647766450000006, -74.01510427958132)"
41483,658 Hancock St NYC,"(40.68469005, -73.92896061103636)"
41486,110-17 Jamaica Ave NYC,"(40.69676355, -73.83762233036356)"
41487,7109 69th St NYC,"(40.7136435, -73.8868149)"
41488,108-17 67th Ave NYC,"(40.729352500000005, -73.84699490442412)"
41489,116-22 QUEENS BLVD NYC,"(40.737607, -73.8821225)"
41490,362 EASTERN PKWY NYC,"(40.669968600000004, -73.95694868225605)"
41491,564 E 2 ST NYC,"(0, 0)"
41495,109 E 56th St NYC,"(40.7607198, -73.9703599)"
41499,1847 Bronxdale Ave NYC,"(40.8472152, -73.86009917404502)"
41500,W W 20th St NYC,"(40.7446399, -74.0027323)"
41501,2231 E 5th St NYC,"(40.5959947, -73.96626285065182)"
41502,1778 E 21st St NYC,"(40.60954065, -73.952498146966)"
41504,537 Sackett St NYC,"(40.6796915, -73.9865661)"
41505,50 Plaza Street East NYC,"(40.675026349999996, -73.96877821327942)"
41506,82 Marion St NYC,"(40.679688999999996, -73.92769895128437)"
41507,N Montague St NYC,"(40.6937786, -73.9905802)"
41509,69 S 9th St NYC,"(40.673297193548386, -73.99464277419355)"
41511,36-60 37th Ave NYC,"(40.748475, -73.8962794)"
41512,22-03 124th St NYC,"(40.7799746, -73.84404522487206)"
41513,9701 66th Ave NYC,"(40.7183195, -73.8634787)"
41514,3936 BRONXWOOD AVE NYC,"(40.8850342, -73.8550185)"
41517,248 10th Ave NYC,"(40.74851655, -74.00320348244168)"
41524,519 Manhattan Ave NYC,"(40.808649349999996, -73.95447515)"
41525,1533 Beach Ave NYC,"(40.8389592, -73.86762517585402)"
41526,1637 Stillwell Ave NYC,"(40.855788352941175, -73.84034070588235)"
41528,2929 W 31st St NYC,"(40.5733814, -73.9968293)"
41530,15803 84th Dr NYC,"(40.7152426, -73.7934649)"
41531,18-21 College Point Blvd NYC,"(40.782478499999996, -73.84568488977578)"
41532,11-02 35th Ave NYC,"(40.7626026, -73.9387984)"
41533,32-40 46th St NYC,"(40.7557954, -73.91527465)"
41534,131-137 Spring St NYC,"(40.72402025, -74.000627625)"
41537,1600 York Ave NYC,"(40.774882, -73.9476139)"
41538,1705 1st Ave NYC,"(40.7785462, -73.9483814)"
41539,320 W 78th St NYC,"(40.78391895, -73.98267448518519)"
41542,3120 Brighton 6th St NYC,"(40.57660411764706, -73.96138002941177)"
41543,307 E 55th St NYC,"(40.64471046938775, -74.0169438367347)"
41545,10 Plaza St NYC,"(0, 0)"
41546,82-17 Abingdon Rd NYC,"(40.707038, -73.831667)"
41548,7230 47th Ave NYC,"(40.752625, -73.785171)"
41549,249 Hooker Pl NYC,"(40.6321608, -74.1473162)"
41550,14 ELDERT LN NYC,"(40.6903897, -73.8681437883829)"
41551,287 AVE C NYC,"(40.7311784, -73.9751045)"
41552,85 E 4th St NYC,"(40.7264797, -73.9898962)"
41553,35 St Nicholas Ter NYC,"(40.8134145, -73.9515738)"
41554,1118 Southern Blvd NYC,"(40.8266603, -73.8917235)"
41555,1254 Morrison Ave NYC,"(40.8310894, -73.874853)"
41556,1520 Thieriot Ave NYC,"(40.83835995, -73.86532247829467)"
41560,3533 Riverdale Ave NYC,"(40.8861857, -73.907093075)"
41561,689 McDonald Ave NYC,"(40.6372429, -73.9781825)"
41562,1165 Utica Ave NYC,"(40.64417702272728, -73.92946313636364)"
41563,729 Coney Island Ave NYC,"(40.63979125, -73.9686499)"
41564,70 Aberdeen St NYC,"(40.68278655, -73.90493595000001)"
41565,98 Franklin St NYC,"(40.727986200000004, -73.95708276864718)"
41566,85-10 131st St NYC,"(40.7046857, -73.82195223073396)"
41567,219-10 Hillside Ave NYC,"(40.7293553, -73.7449441)"
41568,89-10 Whitney Ave NYC,"(40.744321, -73.8765595)"
41570,22-52 38th St NYC,"(40.772383149999996, -73.90831595500617)"
41572,2014 Adam Clayton Powell NYC,"(0, 0)"
41573,1245 Harrod Ave NYC,"(40.8311682, -73.8742703)"
41574,101-64 126th St NYC,"(40.68989515, -73.81936163705127)"
41575,E 115th St NYC,"(40.7979131, -73.9420293)"
41577,33-15 86th St NYC,"(40.75544535, -73.88131201803675)"
41578,258 WEST 41 STREET NYC,"(0, 0)"
41580,1638 BEDFORD AVE NYC,"(40.666744, -73.956601)"
41582,145 E 17th St NYC,"(40.7354601, -73.9861323)"
41583,59 W 21st St NYC,"(40.7415693, -73.9933718)"
41584,N Vermilyea Ave NYC,"(40.8673172, -73.9191055)"
41585,1490 Westchester Ave NYC,"(40.8283354, -73.8803647)"
41586,1104 Manor Ave NYC,"(40.8265892, -73.8757099)"
41587,345 6th Ave NYC,"(40.7318839, -74.0010416)"
41589,362 Jefferson St NYC,"(40.705598949999995, -73.92464724791478)"
41590,991 Fulton St NYC,"(40.682924299999996, -73.96329945365557)"
41591,168 Greenpoint Ave NYC,"(40.7301212, -73.95370734215686)"
41592,9005 153rd St NYC,"(40.7412662, -73.8168294)"
41593,117842 Baisley Blvd NYC,"(0, 0)"
41594,127-19 Rockaway Blvd NYC,"(40.6779398, -73.8300247)"
41595,164-20 Highland Ave NYC,"(40.7104047, -73.7988601)"
41596,41-72 Judge St NYC,"(40.744636, -73.88168905392108)"
41597,14-16 31st Ave NYC,"(40.767812, -73.9315331)"
41598,425 MAIN ST NYC,"(40.75922539019588, -73.95206937606228)"
41599,74 E 167 ST NYC,"(40.8357244, -73.9212797)"
41601,115 Suffolk St NYC,"(40.719253, -73.98607)"
41602,305 E 41st St NYC,"(40.749028, -73.9721255)"
41603,134 E 56th St NYC,"(40.64651365306123, -74.02188546938775)"
41605,243 E 94th St NYC,"(40.783425199999996, -73.94848965568421)"
41606,142 W 83rd St NYC,"(40.78497915, -73.97539875135791)"
41607,258 E 105th St NYC,"(40.7899786, -73.9432402)"
41608,38 W 126th St NYC,"(40.807540875, -73.94306775)"
41610,712 E 232nd St NYC,"(40.89239145, -73.85728411418106)"
41611,2721 Bronxwood Ave NYC,"(40.86654945, -73.86192657463533)"
41612,3099 Bainbridge Ave NYC,"(40.873669, -73.879426)"
41613,2316 E 13th St NYC,"(40.59360575, -73.95752685045379)"
41614,6097 69th Ave NYC,"(40.732751, -73.795862)"
41615,176-25 Union Turnpike NYC,"(40.7175314, -73.8180717)"
41618,32-16 Broadway NYC,"(40.7611929, -73.9241696841242)"
41620,255 Hudson St NYC,"(40.724841, -74.0078405)"
41625,955 Park Ave NYC,"(40.7772195, -73.95890467654499)"
41626,2220 Bruckner Blvd NYC,"(40.826829149999995, -73.84895618859886)"
41630,152 Kent St NYC,"(40.730666299999996, -73.95495405)"
41631,39-19 58th St NYC,"(40.7473355, -73.90535080898519)"
41634,53 Wall St NYC,"(40.7061829, -74.0093846)"
41638,E E 149th St NYC,"(40.8120839, -73.9041639)"
41641,791 Washington Ave NYC,"(40.6729035, -73.9626484)"
41642,164-04 69th Ave NYC,"(40.7329581, -73.8046503)"
41643,41-21 39th St NYC,"(40.74673645, -73.92528150926924)"
41646,4320 5TH AVE NYC,"(43.3545384, -8.4082542)"
41648,451 E 114th St NYC,"(40.79406915, -73.93441515)"
41650,1702 Avenue Z NYC,"(40.5879815, -73.9520302)"
41651,3407 Avenue H NYC,"(40.63199426530612, -73.9434697755102)"
41653,845 Carroll St NYC,"(40.6718346, -73.9723051109085)"
41655,66 Dupont St NYC,"(40.735495799999995, -73.9575365343247)"
41656,200 Java St NYC,"(40.731626750000004, -73.95257805364596)"
41657,97-27 94th St NYC,"(40.68506815, -73.84697173844347)"
41658,88-38 Sutphin Blvd NYC,"(40.7040168, -73.8090289)"
41662,104-31 Roosevelt Ave NYC,"(40.750419699999995, -73.86066040154432)"
41663,22 Watts St NYC,"(40.7235933, -74.0040025)"
41664,339 E 21ST STREET NYC,"(40.7359496, -73.97989098183307)"
41665,402 E 69th St NYC,"(40.7656536, -73.957159)"
41666,1512 1st Ave NYC,"(40.7720932, -73.9525972)"
41667,505 E 84th St NYC,"(40.77457415, -73.94745919121021)"
41669,2162 Frederick Douglass B NYC,"(0, 0)"
41670,2100 Frederick Douglass B NYC,"(0, 0)"
41672,N Baychester Ave NYC,"(40.879437, -73.8379902)"
41673,W Marion Ave NYC,"(40.860279, -73.894042)"
41674,2516 Bedford Ave NYC,"(40.6420568, -73.9547429661111)"
41676,358 60 STREET NYC,"(40.7332796, -73.9909401)"
41677,22 Stockholm St NYC,"(40.6952256, -73.92668556930597)"
41678,87-75 146th St NYC,"(40.7049917, -73.81009230263157)"
41679,39-14 104th St NYC,"(40.75043895, -73.86224370449712)"
41680,617 W 141ST ST NYC,"(40.82456505, -73.9534937491097)"
41682,179 E Houston St NYC,"(40.7225826, -73.9881925)"
41690,561 W 180th St NYC,"(40.8485784, -73.9338775)"
41691,2013 Starling Ave NYC,"(40.83601965306122, -73.85567857142857)"
41692,2010 Benedict Ave NYC,"(40.83418005, -73.85743164153993)"
41693,E Clay Ave NYC,"(40.8396776, -73.9057457)"
41694,101 E 198th St NYC,"(40.87071048, -73.89172409999999)"
41695,3101 FOSTER AVE NYC,"(40.63894105, -73.94742258059878)"
41697,383 Bushwick Ave NYC,"(40.70380375, -73.9379066305091)"
41698,104-38 Jamaica Ave NYC,"(40.69504595, -73.84208501242145)"
41699,21-32 28th Ave NYC,"(40.7704662, -73.92579376806904)"
41700,73-08 Northern Blvd NYC,"(40.7545704, -73.8933339)"
41701,102-46 63rd Rd NYC,"(40.733302800000004, -73.8526875)"
41703,7711 164th St NYC,"(40.7387057, -73.8047346)"
41704,26 VERONA PL NYC,"(40.6804943, -73.9478548)"
41705,401 5th Ave NYC,"(43.3545384, -8.4082542)"
41706,104-106 Sullivan St NYC,"(40.72555923076923, -74.00324976923078)"
41707,232 W 40th St NYC,"(40.7551069, -73.9889744)"
41709,3530 W 236th St NYC,"(40.8857442, -73.9065371)"
41710,310 E 30th St NYC,"(40.74180155, -73.977135318272)"
41711,3210 Webster Ave NYC,"(40.873845450000005, -73.87385512503303)"
41713,34 W 71st St NYC,"(40.7759746, -73.97800280718423)"
41715,114-15 ATLANTIC AVE NYC,"(40.6932322, -73.831644)"
41716,10-24 49th Ave NYC,"(40.741603, -73.944457)"
41717,1195 River Ave NYC,"(40.8354713, -73.9216048)"
41718,175 E 96th St NYC,"(40.785616, -73.9498645)"
41719,88 Adelphi St NYC,"(40.69514225, -73.97254645194445)"
41721,W Olinville Ave NYC,"(40.877368, -73.868068)"
41723,371 WEST 117 ST NYC,"(0, 0)"
41725,52 Canal St NYC,"(40.714746, -73.9918541)"
41726,490 6th Ave NYC,"(40.736205, -73.99755525)"
41728,211 W 146th St NYC,"(40.822959049999994, -73.93942452561171)"
41729,W 100th St NYC,"(40.7966436, -73.9684708)"
41731,42 University Pl NYC,"(40.7324218, -73.994258)"
41732,154 Charles St NYC,"(40.73396524, -74.00878524)"
41733,132 W 3rd St NYC,"(40.73052736585366, -74.00051563414634)"
41734,80 University Pl NYC,"(40.7334701, -73.9933592)"
41735,345-355 8th Ave NYC,"(40.74760321428572, -73.9966845)"
41739,86 W 183rd St NYC,"(40.8597143, -73.908203)"
41745,89-14 163rd St NYC,"(40.706545500000004, -73.79817609065967)"
41746,78-11 80th St NYC,"(40.70497485, -73.86828587741584)"
41747,133-38 Sanford Ave NYC,"(40.7597636, -73.8007703)"
41750,600W W 161st St NYC,"(40.836545, -73.943247)"
41752,311 E 175th St NYC,"(40.8467193, -73.9042349)"
41753,2742 OCEAN AVE NYC,"(40.59442405, -73.95079815)"
41754,1374 41st St NYC,"(40.63824735, -73.9857518016743)"
41755,4621 16th Ave NYC,"(40.6321739, -73.9840349)"
41756,1226 Remsen Ave NYC,"(40.6396524, -73.90573365649698)"
41759,77 Stuyvesant Ave NYC,"(40.6932084, -73.93382160493826)"
41760,849 Flushing Ave NYC,"(40.7018544, -73.938391)"
41761,52-55 74th St NYC,"(40.63365533333333, -74.03419758333334)"
41763,40-07 Bell Blvd NYC,"(40.76406985, -73.7708682127742)"
41764,26-21 30th St NYC,"(40.7696701, -73.91947443951119)"
41765,104 ST NICHOLAS AVE NYC,"(40.7056938, -73.9188211)"
41766,55 GREENE AVE NYC,"(40.68635545, -73.971081968415)"
41769,3 Gramercy Park West NYC,"(40.7383603, -73.9867184)"
41770,110 E 58th St NYC,"(40.7619084, -73.9696292)"
41772,1146 Lexington Ave NYC,"(40.7752273, -73.9588742)"
41774,338 E 106th St NYC,"(40.789752449999995, -73.9410496128888)"
41776,1464 St Nicholas Ave NYC,"(40.85062135, -73.93237695995593)"
41777,1938 E 14th St NYC,"(40.6024774, -73.95829516083744)"
41778,522 E 46th St NYC,"(40.6488364, -73.93418935277776)"
41779,W 171st St NYC,"(40.8431682, -73.9390481)"
41780,44-06 60th St NYC,"(40.7419229, -73.904621)"
41781,1475 74 ST NYC,"(40.7332796, -73.9909401)"
41783,77 E 12th St NYC,"(40.7330235, -73.9903924)"
41786,943 Madison Ave NYC,"(40.77330155, -73.96403769672088)"
41790,6 W 90th St NYC,"(40.787960749999996, -73.96821839449501)"
41791,290 Convent Ave NYC,"(40.822552, -73.94809440296578)"
41792,2413 Adam Clayton Powell NYC,"(0, 0)"
41793,1025 Oceanview Ave NYC,"(40.580267000000006, -73.95889680903846)"
41795,835 E NEW YORK AVE NYC,"(40.66273295, -73.93516959063884)"
